,target
233,78.26160262596096
234,91.85185467642142
235,68.65942857590755
236,80.69276837572255
237,24.001786862924302
238,61.063393498238064
239,98.58110372773749
240,56.62159889111157
241,98.12337441782532
242,11.7909018529842
243,87.37010987786769
244,13.719083116680498
245,53.99323742221009
246,57.183097765632205
247,95.19879067365588
248,96.76275444423473
249,65.95818393796418
250,12.9714474890892
251,61.93722330236057
252,32.20497476356758
253,36.65909673115165
254,44.849452660953894
255,57.80118061884035
256,51.25600789513361
257,29.296424235144652
258,84.52261924468522
259,38.08899819243264
260,94.01124192564771
261,48.27591533941946
262,11.399790901325115
263,64.67087766705245
264,34.36774273516965
265,98.25251473806031
266,4.140619862295681
267,71.98354467551272
268,21.713467087034754
269,45.91093467450012
270,49.79259797359539
271,45.557414853515496
272,48.097543152075964
273,75.35163258259817
274,24.620852831629165
275,45.83977855654364
276,86.54165274252401
277,93.59755289948203
278,60.958892313119165
279,37.95192691809137
280,16.341553312056632
281,60.934769263849134
282,6.3249441731068305
283,74.94019012651003
284,29.598960651250092
285,77.80182552536024
286,64.64354467481803
287,34.87170923288803
288,2.172009602010655
289,4.9035325959585006
290,39.56875176745368
291,1.4837041334131094
292,12.60589418967562
293,55.01016477882268
294,61.9606923410038
295,73.97905400628704
296,76.80644521591731
297,51.389450524862816
298,39.51118539655603
299,32.39654262187406
300,18.65684529146319
301,88.86117879029817
302,74.18376514528273
303,82.16265165617571
304,19.143981058403373
305,75.51643480257584
306,7.792209697628798
307,33.0224526423419
308,40.19682184411053
309,98.25933843050527
310,12.633014177043759
311,22.66138558918741
312,28.69672994905715
313,92.43072877502829
314,85.23445219552258
315,8.560282888046583
316,94.85664878213314
317,13.787277328132852
318,89.93210303746221
319,91.58049486529245
320,22.477300680966472
321,41.07033834349398
322,44.795805433769424
323,14.69026942207162
324,32.327046592681214
325,33.583366136487186
326,3.6705620458497723
327,96.44959298300503
328,20.386825559885246
329,70.49168275064832
330,64.90361626068432
331,49.93305527546315
332,78.20306317925886
333,98.13472111955491
334,41.37797408840098
335,30.354424663134427
336,3.861447233004543
337,56.96840298882682
338,46.43960167784413
339,51.725774812806705
340,39.51438053260371
341,77.3740096768428
342,88.39624329732064
343,4.524362848702672
344,13.86187089681879
345,94.95583021034503
346,2.1559150069064588
347,70.75006135296107
348,83.48911851298615
349,62.54599881862009
350,24.14180438109528
351,54.96630192359766
352,42.655128130108345
353,70.6103062624095
354,17.823279486031627
355,2.692133494918385
356,31.971770413403604
357,27.74241732078561
358,92.67675075680913
359,70.94174239125277
360,4.034314381784895
361,84.82343993071572
362,82.64919945565524
363,6.276560017117102
364,92.90946627395209
365,44.42708613105807
366,13.37642357298351
367,17.56505443589189
368,18.38142594070497
369,55.04739461955905
370,30.733352121345074
371,54.953445858747685
372,67.51605614092077
373,0.8492339659966994
374,85.11129057926635
375,52.0846896140101
376,19.993326248265088
377,31.643675030474835
378,5.279582968420293
379,24.830935215228504
380,98.58822117671963
381,17.468128708058302
382,57.56409986857174
383,77.57736239505226
384,98.19099207477086
385,31.5758586474039
386,98.84398340352487
387,49.54199145097707
388,78.35192081042086
389,22.80730326330417
390,65.3273927925253
391,45.69666208782023
392,6.043582799014272
393,87.45576481590919
394,1.3284250316719026
395,69.8580036480864
396,89.97905173396555
397,55.98029038623094
398,66.88582999417312
399,25.74011836418517
400,64.6652604815593
401,67.91475494486522
402,20.712072782529003
403,47.12311190328013
404,45.722333692152894
405,58.58399427236471
406,42.294161105231005
407,32.12726939142203
408,40.708805575920586
409,69.79683005013254
410,21.112253713145094
411,11.59328835735986
412,91.51153039929264
413,74.0682185787806
414,32.26464010103328
415,47.155329415372556
416,8.657605808515903
417,48.28909303828998
418,15.70547460723761
419,9.220830995371218
420,74.76233586621723
421,83.72493736896718
422,42.62574213050313
423,32.64889085344059
424,9.103775265198367
425,40.62104361106031
426,64.73750297337736
427,83.1291272214736
428,97.17550832049733
429,19.79359131987436
430,31.849617528287038
431,98.67748644256832
432,30.36267214874339
433,1.460622874099863
434,32.58283329953666
435,40.21626092771391
436,3.6377388191364792
437,13.889975858160488
438,1.643984015636737
439,22.832637228519495
440,66.04833768676033
441,20.4734763036684
442,1.4109591660982312
443,5.38853257674918
444,52.027124913541236
445,6.361290888561094
446,92.04300724399187
447,74.9076090184777
448,87.14501550888846
449,54.512174962366316
450,77.25772103606926
451,46.64816172369647
452,18.84203920054231
453,46.58167356456284
454,48.49309132744184
455,40.92743861502903
456,43.98106615148809
457,4.092687633679249
458,29.697080074610085
459,14.952534830072139
460,24.518060080662238
461,48.70151804554467
462,85.21114749640174
463,90.085477232328
464,21.803494794422
465,70.84469128024676
466,98.89449396962232
467,42.20090657391431
468,61.714326183184745
469,27.33366526189149
470,43.763861977830054
471,42.97852980382944
472,61.11491329724371
473,20.71412441864477
474,23.868528134633532
475,39.43014625667202
476,17.231782367867595
477,54.906559839201485
478,71.31435450762945
479,30.22461247414753
480,16.308552000014625
481,27.215631076606396
482,30.537768839289328
483,70.8043227507375
484,67.03452357549958
485,22.315947009237703
486,46.295180245592405
487,64.86473980402643
488,36.40776731453635
489,78.04995097440082
490,91.71755302875565
491,99.73109581710028
492,98.00569495804714
493,62.97100721667382
494,91.23435459083285
495,81.73123554859853
496,65.81404693913456
497,49.720554548545124
498,28.577188910002878
499,6.309853305459703
500,11.966897287979169
501,11.140736207859586
502,86.83667358806579
503,2.1384959880130823
504,99.53622461819987
505,21.423675056103473
506,40.69572916202391
507,32.021249566619574
508,54.71469051376297
509,63.26297290178208
510,1.1549848708739945
511,50.21831089401761
512,19.085175184165283
513,72.31792566795849
514,33.260145814272136
515,85.2457206220707
516,60.5765195163939
517,27.181499645964813
518,9.027016939186597
519,72.09169408555309
520,69.51008752327465
521,80.85981816840655
522,58.67037074146636
523,79.61247025001614
524,27.532765185061045
525,57.04062123469469
526,50.184272468801474
527,18.512490858079868
528,19.712845365640135
529,76.18612253113898
530,23.811171721989332
531,8.74366130273923
532,67.34741350498547
533,56.28330425109948
534,88.90991575578386
535,14.099323786859753
536,43.20344940994585
537,53.853935153676154
538,86.14575839270637
539,34.161052681613015
540,12.788999079140602
541,1.6219853696902726
542,17.700453256188784
543,8.444049624448686
544,40.5118292213144
545,42.435120541636564
546,35.551856524262206
547,25.507146012314152
548,91.7931598568357
549,68.42364570846772
550,56.30392708501245
551,25.037598479891585
552,74.51667518639064
553,95.13895706453684
554,35.8738968459398
555,31.809605154082163
556,68.77894396158513
557,37.70915268674957
558,66.89739800207943
559,4.923095710869045
560,70.8662342354464
561,31.71244140832804
562,96.2029848286522
563,11.388209074863653
564,77.02875490359608
565,2.7423227093617744
566,89.9616061848036
567,17.8536594032702
568,92.10510865344068
569,99.43083821857536
570,55.21283645266264
571,36.67198971978115
572,40.88756839930103
573,49.505981282809415
574,82.77335288721625
575,6.359845665306617
576,54.01715670665411
577,39.348500624023984
578,29.79074131167886
579,92.75029189328214
580,11.124522326934503
581,38.18774894681363
582,39.448881424199094
583,70.30241634935919
584,18.948839021308263
585,21.74322247304367
586,6.285466155491894
587,8.874939132227375
588,81.31833628761271
589,7.1063830795801355
590,4.366399053704451
591,81.9829115947779
592,9.10877383077774
593,78.12164618695084
594,11.059354172570778
595,21.460264130194634
596,1.413784277171653
597,21.798856191971723
598,2.132889847017547
599,19.20835239998522
600,59.91224569698798
601,0.41407820621972347
602,91.5908136232701
603,0.783312537516748
604,29.28718243099625
605,65.67124133207331
606,41.67419550220046
607,92.45011439820505
608,6.950341429079169
609,64.70021990318938
610,85.99847645954452
611,44.821707931570316
612,14.852377660425354
613,55.1797137594778
614,96.95843940038102
615,41.092928051003064
616,80.7817129566973
617,90.19325845466955
618,3.297821984357225
619,36.39211586214665
620,26.097678675733853
621,15.835579122887703
622,54.64233659339767
623,52.130808501414464
624,36.039852807159214
625,69.11271722781652
626,25.820917196716202
627,70.05114469159645
628,18.826603624953666
629,77.91451302183165
630,74.19713279388509
631,81.41454169154102
632,60.80080625952631
633,99.41258456394021
634,67.72246373604693
635,86.02212082553362
636,43.35442247913451
637,88.31633133781006
638,76.69611658705392
639,53.38251463103664
640,94.11847113803219
641,64.40127840798888
642,94.7261849168967
643,71.35681492035854
644,88.26510181950604
645,57.593913456680355
646,53.61594833311212
647,23.737838208321083
648,26.34159041649084
649,60.04160385912649
650,62.69138039234085
651,88.55401637087186
652,60.14362689109516
653,90.72165254066155
654,39.484629876855706
655,46.4076295906884
656,64.05737476337964
657,24.585699828110247
658,37.88222974375802
659,24.750360096198822
660,3.4927079420568967
661,31.594922298565947
662,1.618708169812722
663,99.37622699682535
664,42.8282069814168
665,46.904162657905175
666,24.684171635803796
667,56.60819843630307
668,73.49460221106548
669,67.29688500126275
670,76.69894000079373
671,21.884575094290657
672,66.12562634138536
673,59.41950698270052
674,77.53972504263592
675,41.998400155079146
676,11.499531483000226
677,81.85686672182032
678,60.927469361909054
679,12.35714226653564
680,28.802952578488117
681,64.26876915890483
682,44.227511769185675
683,21.45785011176499
684,33.44783506258619
685,61.65183302133561
686,11.776699033360313
687,62.52656917018609
688,69.83355219435563
689,72.83108381458896
690,48.096337744690075
691,24.22340681552779
692,8.097390671139468
693,53.07194735192326
694,40.78874155561703
695,19.565675707464237
696,93.55838071336856
697,9.717132814481815
698,19.301872973860107
699,3.4635667953514995
700,68.8239633830903
701,50.87486641587787
702,78.9847586393214
703,61.21860039194775
704,65.62143697748172
705,10.445059421345222
706,42.928109958858734
707,34.75747800207967
708,66.2726596861952
709,7.3243614838668565
710,98.66296603707892
711,64.32940253473662
712,78.25942444823428
713,23.268624487035908
714,93.30945757014192
715,90.2519604691222
716,37.752554628454135
717,21.972705076921144
718,45.59750380512326
719,21.771579959060826
720,19.14202090913622
721,56.328304505557625
722,84.51651263318323
723,73.55605911944812
724,43.62119102714063
725,40.70601932272668
726,43.42171406873663
727,83.97707569424483
728,20.2769250229667
729,12.481402420156712
730,51.225897039331
731,25.417827131888828
732,24.656553722039092
733,94.53504809409358
734,48.92957700122265
735,75.61434321227034
736,46.09806219561331
737,11.037686974025885
738,27.844455080694683
739,86.16074167195833
740,36.708588391642905
741,42.42204255287304
742,87.16623494394219
743,1.7882086770344796
744,86.07545588504408
745,80.07503518640434
746,51.8408741686872
747,94.97120241403894
748,72.77811755752634
749,46.726416969136615
750,13.260078173632841
751,7.589209062530723
752,11.357108554711589
753,0.29394824973586586
754,58.9596005485712
755,59.58977819152683
756,49.279571702510644
757,74.88764611073509
758,99.22459452830017
759,24.47035243657321
760,81.79076613593358
761,36.26412917009146
762,18.24722419003072
763,16.8024961808931
764,38.14043964892216
765,22.789210296027125
766,78.55605380747068
767,54.731013665175915
768,23.766876115646166
769,92.31703960225411
770,22.09820375120672
771,59.71422766340851
772,42.20699148352837
773,26.185052902030925
774,93.100176276767
775,34.116138401164214
776,4.437914403730984
777,5.242936721390116
778,78.79113284411233
779,99.94368719818254
780,81.74149556385592
781,4.469516359909774
782,3.4544117212704863
783,52.49047428053115
784,86.74838828393823
785,54.391491718648474
786,47.77322497089937
787,29.279976058971634
788,37.5210637164922
789,32.174218883065365
790,5.204061161240671
791,7.816161007140047
792,0.2302892904120335
793,65.02777244560353
794,53.596479362645596
795,34.33655359439198
796,1.5273287321517177
797,78.9481444977942
798,25.53804380716376
799,94.43293337781046
800,15.861832037816052
801,52.674446955364004
802,4.92172435642204
803,37.04813490182652
804,6.441071176539678
805,21.374887682804175
806,28.797627209705322
807,47.306610180486345
808,28.107227623895625
809,83.01812576159898
810,83.27391636715092
811,18.969391676236494
812,79.80128245854647
813,39.394589934574896
814,25.942801399246978
815,6.947973339702843
816,46.49431663544483
817,74.00966543278264
818,85.52022161903821
819,53.94744619028007
820,28.624724651049018
821,22.617481105498726
822,91.23372776962097
823,88.76048147797704
824,31.60654529016433
825,69.41325631238448
826,96.47018885856264
827,66.21101693482049
828,39.323325277949934
829,96.38376362698895
830,6.865194651090344
831,36.6615433018479
832,5.5404728055059795
833,21.98303310393363
834,88.5853419882894
835,73.43227986119146
836,73.49784103036686
837,73.88032518302234
838,55.905302549964986
839,48.6695553034091
840,32.9321313700978
841,14.993929513845707
842,45.905030610613835
843,64.35085302792919
844,18.921922630528233
845,52.298295718537645
846,72.8344053411245
847,74.15386470691061
848,71.44258746713342
849,79.8724217956198
850,86.0448187435936
851,45.44510371475813
852,25.05824219928551
853,35.35268114505671
854,42.7005617797286
855,25.610455400584055
856,6.874489620297499
857,43.61522344557513
858,14.87551389048247
859,82.11708167051069
860,86.48565706020173
861,21.062930665471075
862,55.96998567887904
863,76.2234455578963
864,19.68206325489565
865,29.60467782867858
866,11.247810928241739
867,24.215895218015888
868,96.80456972263536
869,35.700226147177446
870,76.07192487308902
871,41.203390689082894
872,31.987567827565048
873,31.467392722470894
874,93.79684706831566
875,98.26994220324283
876,28.596968990040338
877,61.30916072905482
878,9.324673848453152
879,75.94326801067751
880,59.416931205495665
881,30.810687113392994
882,68.72005299399163
883,37.6466285225704
884,70.14176078930089
885,74.63138481554236
886,81.73021180719212
887,12.898921177781745
888,44.03337520119235
889,85.18416604584351
890,18.099731946280777
891,14.668144238376597
892,42.25240387393098
893,55.665125786322044
894,39.14527542072695
895,76.3262005955944
896,75.3234658220803
897,64.07870585038714
898,27.403108899956873
899,68.22723199973498
900,68.27031373998312
901,2.2576777449326464
902,14.313144034960612
903,36.833902249216706
904,96.96675581919203
905,13.151203200483728
906,75.15355780213815
907,86.6971897886537
908,79.9743078873353
909,27.647189708056594
910,89.65734366248282
911,97.04657161398393
912,33.02230336446361
913,40.292857122766385
914,44.0270109129791
915,40.91909759396573
916,78.55611922794029
917,95.19115515074256
918,77.30156685031574
919,40.31650385809494
920,74.76578366426307
921,21.49167984489665
922,55.81586923961181
923,50.05158451448072
924,0.5117746251188753
925,37.68421684386594
926,15.433080701534907
927,7.537135870021933
928,71.72594632247916
929,18.815052250595247
930,86.15919136765547
931,65.10957410814018
932,34.256524941223546
933,93.20482168472543
934,64.88091673560274
935,13.12542106845539
936,35.60110578637046
937,38.2392595621004
938,77.44655639099355
939,17.06374000885092
940,92.59696459070858
941,90.69021456716618
942,56.282185467769004
943,60.7437819133922
944,40.486844410359936
945,85.92222700008523
946,2.945675869873065
947,60.679473908863564
948,5.295488774742404
949,52.60282326038128
950,84.08722232606246
951,52.51400756578679
952,26.550071397957048
953,59.79073354188388
954,34.70777050091959
955,58.40123234911931
956,24.674922636088
957,26.65488737254713
958,47.76349853269879
959,1.7750668101025122
960,21.954265656831982
961,91.69384098005366
962,5.762781663505644
963,7.121319105062614
964,41.60355602478106
965,30.337783795397392
966,23.420333699053234
967,77.95721569470422
968,66.1763456683276
969,76.49140160647465
970,27.40175662168805
971,65.96444525013578
972,54.885475224145885
973,47.68975147240127
974,71.7353650163779
975,12.386601657988592
976,95.81590672317648
977,27.246672886137063
978,27.69919308260232
979,25.065435699883626
980,59.40788230815383
981,15.973386668376897
982,15.396094973879014
983,79.984705432619
984,85.62645370517842
985,3.761821086830966
986,49.18091170759252
987,73.85122045788796
988,65.17463777854148
989,34.7771288709148
990,72.77881165681524
991,93.97659961081817
992,62.48112249639166
993,35.48715715557465
994,93.90954129022276
995,80.62463735365847
996,92.91475989106479
997,83.74335623159132
998,29.436842009439065
999,48.18951208451637
1000,24.979972251439953
1001,73.76508003762424
1002,41.79308217129728
1003,54.26161950096139
1004,30.217275278980374
1005,23.239078024435
1006,72.36151766669315
1007,39.5343635527566
1008,42.12430910654767
1009,19.32058216399379
1010,35.02712317572904
1011,0.8460663907490091
1012,63.7145559131043
1013,62.14515006301592
1014,6.382508365436104
1015,80.2060165363871
1016,9.06140418126284
1017,95.6669519958786
1018,20.878953521552237
1019,65.00279241142047
1020,31.52561907928552
1021,92.8348404070286
1022,68.96078940930425
1023,20.58902155337585
1024,8.085977290735649
1025,25.909401495438907
1026,82.82498146861863
1027,35.06938612622491
1028,53.438327730595894
1029,69.76596455790843
1030,25.450742621324324
1031,15.541878937271745
1032,18.90446646274254
1033,22.040360403510917
1034,61.99653761477543
1035,23.667472465372715
1036,79.83781830946421
1037,79.61823639973002
1038,52.71885638864177
1039,16.8130158927053
1040,85.5436843894025
1041,20.986755986811424
1042,59.841901282892046
1043,49.241311887615645
1044,66.35490133293678
1045,50.41404837095592
1046,2.4940334050114923
1047,99.02701614298599
1048,77.70755793673936
1049,95.4240821796705
1050,89.20507932345788
1051,6.393603901098675
1052,15.865653586573995
1053,28.47128504659131
1054,35.5409749976562
1055,37.13483048537669
1056,91.96256504993715
1057,25.67388748921688
1058,70.83187393115486
1059,32.600861212382554
1060,67.46755755223009
1061,15.481848999642194
1062,5.56773490678504
1063,91.58175681594534
1064,1.2848905744277102
1065,90.20523595941182
1066,20.678439027832496
1067,53.54892294452162
1068,75.89287900744691
1069,29.95500525141338
1070,35.58545555146387
1071,40.773369059275076
1072,44.0629182017191
1073,62.99853781306764
1074,11.672366376231095
1075,48.24323245791587
1076,84.77873234287367
1077,87.56608967572097
1078,0.41007087651355656
1079,8.27897170963843
1080,45.92660445851863
1081,13.193774378771852
1082,33.702144850752944
1083,60.041408048129774
1084,47.55508901855845
1085,79.6882658714002
1086,31.239689947000773
1087,11.316030334897624
1088,62.1716017105578
1089,8.943223023387336
1090,9.262627042629003
1091,15.196418630633643
1092,33.03792397825517
1093,15.494339104383242
1094,54.70432038843008
1095,12.694108571406597
1096,96.84333700337564
1097,67.3762757601501
1098,52.565888806205336
1099,51.46050445020853
1100,40.45296135581482
1101,30.459446985155346
1102,53.040910263586845
1103,30.003979316813332
1104,11.424140676743818
1105,42.351248391215
1106,16.16405561460198
1107,93.13172681679268
1108,22.53754923422716
1109,2.017430360641665
1110,78.12007905313914
1111,18.882218609811527
1112,55.34567820102535
1113,23.813756059445478
1114,78.95647628847007
1115,96.00038065414108
1116,85.94047181358306
1117,28.662189886311452
1118,29.38153771476401
1119,31.94918012008948
1120,97.29351196512022
1121,35.549889614697925
1122,25.493633357743313
1123,0.030441234651074733
1124,3.31110886952999
1125,60.19173017504561
1126,91.42670006155993
1127,77.40091110436526
1128,45.54531040208445
1129,39.581763179175695
1130,93.88659822083866
1131,97.84289313664567
1132,93.3676120572766
1133,11.406904430992412
1134,15.897256520632776
1135,74.92219093640293
1136,22.86575913643705
1137,41.15431863869654
1138,73.86721635445534
1139,77.15422267771677
1140,71.24445799675442
1141,26.598678767037864
1142,1.3674664587816092
1143,73.6947619715715
1144,77.87435492904362
1145,67.72243017229385
1146,69.02202024235939
1147,15.556352681303116
1148,0.2670996021453438
1149,94.99562947635047
1150,3.476280826763353
1151,26.116068173574025
1152,77.6123508853465
1153,41.60504798046096
1154,81.85878050919203
1155,2.117342977237678
1156,49.300477844188556
1157,66.08169459090553
1158,14.984562283320022
1159,40.94917395140034
1160,78.80523612406861
1161,92.24448304971517
1162,69.37216354946827
1163,51.382747023503214
1164,15.091324178262509
1165,76.44988057552249
1166,14.884250841428862
1167,14.319348735559501
1168,8.260111954032665
1169,21.852783650342246
1170,81.72954517527634
1171,94.76337641937235
1172,87.3599963558909
1173,44.79427412628205
1174,1.7130814651986455
1175,89.52447190646919
1176,22.52649206699254
1177,27.70505334217953
1178,58.42011324091537
1179,47.88048362084238
1180,90.97429247907155
1181,54.073831795481915
1182,54.58835147113466
1183,4.621606568933041
1184,65.55539803790954
1185,17.0211311228789
1186,57.291658932748035
1187,1.0320156514329804
1188,36.310719332008915
1189,95.96939956608838
1190,99.94217903577623
1191,58.253315657591976
1192,31.30269618080161
1193,44.002499709844095
1194,4.1094302902077935
1195,12.858028113283883
1196,77.59389559182588
1197,78.04638489843683
1198,0.11196150720125586
1199,55.67592217153342
1200,7.712402723674822
1201,36.41426480565926
1202,98.79513052238832
1203,96.54466556752826
1204,75.08460812280435
1205,6.8686294326476895
1206,85.42074506553334
1207,47.53264691751383
1208,78.8495698921557
1209,60.59499930278161
1210,75.5219976644058
1211,78.15334464093104
1212,17.29784204697993
1213,51.442623220212084
1214,29.645654960766166
1215,69.5650711715447
1216,41.85545051470293
1217,15.662921800997818
1218,94.74304524776886
1219,21.695542852898818
1220,0.8599046005653548
1221,84.86058004004656
1222,81.756940397921
1223,18.286723499395567
1224,87.37948399368011
1225,21.069879537283196
1226,16.097151684170314
1227,84.08322433888435
1228,29.358701373108772
1229,12.45336907310186
1230,86.8083398449431
1231,84.50113278893465
1232,37.88874397710541
1233,29.345029658608066
1234,5.553317599539706
1235,26.946088084566078
1236,65.46171073819696
1237,9.665049978846564
1238,85.31528381167061
1239,91.8586236971349
1240,1.7476403609583822
1241,18.61820022740151
1242,15.199789047982446
1243,54.41559864235021
1244,1.645473801621443
1245,41.410057727813076
1246,2.7489782190691554
1247,73.60204258494306
1248,6.749950974311016
1249,5.562454782201792
1250,96.45112758058082
1251,15.109844805317932
1252,64.59704979337161
1253,70.39424997577842
1254,28.287437144689164
1255,77.098610983941
1256,1.9134312734577668
1257,1.590893839490594
1258,46.40595648521759
1259,92.93081168234346
1260,50.89416512071648
1261,68.14636938871945
1262,88.39640687024442
1263,76.57549747644964
1264,93.66812054117275
1265,98.24139807806057
1266,9.890525640639787
1267,81.67669906936072
1268,28.33795398052726
1269,21.306106280647285
1270,4.962122428726416
1271,14.311473482081073
1272,27.83471897663735
1273,74.57055361312848
1274,59.50193491407298
1275,16.924920266012112
1276,79.4187698758268
1277,90.34060967138015
1278,63.43315364735549
1279,34.4446037124621
1280,36.402043379433955
1281,75.4880798885502
1282,54.9023896834133
1283,58.81374972343703
1284,7.300560293496992
1285,30.722415970445567
1286,97.29422567697091
1287,68.88298009081277
1288,21.676560313186968
1289,45.03785580994581
1290,52.01138553458941
1291,88.85149711377792
1292,78.05649293982867
1293,21.261257143822526
1294,22.172137992458204
1295,93.22200425674097
1296,47.08457183200619
1297,84.09065504107738
1298,54.47480678753065
1299,38.77310732620155
1300,50.70500958343672
1301,97.37921946909378
1302,45.93423614088163
1303,24.90413246444934
1304,94.6084670447965
1305,13.078840533278134
1306,16.88128562910375
1307,59.394101575840494
1308,9.764307062332561
1309,73.86863887699081
1310,95.97494433236352
1311,38.30938961505584
1312,29.05060200785175
1313,59.59212972637662
1314,39.78820643180166
1315,39.627595165761356
1316,87.44277659868513
1317,81.64543439076326
1318,32.07735012303389
1319,37.480044497491384
1320,10.107223604653857
1321,54.33218214773787
1322,44.9120513372527
1323,30.908308693109944
1324,36.5052889374217
1325,2.5827761710940695
1326,41.86607103211997
1327,47.133866485335695
1328,41.98061713290605
1329,67.43416033863318
1330,14.728964856369501
1331,57.072846434941226
1332,49.28286868367656
1333,55.31856936375554
1334,35.782310916807866
1335,44.73249088952763
1336,74.43434867870428
1337,30.694772807120028
1338,14.118329486928433
1339,58.85920715868152
1340,48.052024042829785
1341,98.72824771853365
1342,39.288636640914305
1343,48.076943135946166
1344,60.56326377673178
1345,62.899685610625625
1346,24.682336208965282
1347,44.312343039815524
1348,6.087807892830728
1349,1.8053850788713903
1350,59.88540954217467
1351,13.90549227260525
1352,28.710620614127244
1353,65.6436143079537
1354,86.46104251514569
1355,25.595321451021345
1356,73.32800823243423
1357,74.88488809966361
1358,44.489830798079986
